date,zone,temp_moyenne_c,temp_min_c,temp_max_c
2025-06-16,Val-Nord,15.93,13.72,18.49
2025-06-17,Val-Nord,18.62,14.54,22.39
2025-06-18,Val-Nord,15.5,10.77,21.78
2025-06-19,Val-Nord,21.56,17.86,23.92
2025-06-20,Val-Nord,17.76,11.92,21.23
2025-06-21,Val-Nord,17.08,14.0,21.08
2025-06-22,Val-Nord,18.66,14.3,22.64
2025-06-23,Val-Nord,20.67,16.62,26.61
2025-06-24,Val-Nord,24.51,23.5,27.68
2025-06-25,Val-Nord,21.63,18.12,22.42
2025-06-26,Val-Nord,19.71,10.12,24.2
2025-06-27,Val-Nord,21.03,14.79,25.45
2025-06-28,Val-Nord,16.39,13.08,22.36
2025-06-29,Val-Nord,20.13,17.99,26.5
2025-06-30,Val-Nord,22.9,19.0,28.5
2025-07-01,Val-Nord,20.48,14.59,23.89
2025-07-02,Val-Nord,13.47,10.15,17.41
2025-07-03,Val-Nord,20.61,16.82,26.81
2025-07-04,Val-Nord,18.0,16.1,20.86
2025-07-05,Val-Nord,25.92,21.25,30.83
2025-07-06,Val-Nord,22.06,20.93,27.44
2025-07-07,Val-Nord,13.73,10.97,18.99
2025-07-08,Val-Nord,19.1,14.23,21.91
2025-07-09,Val-Nord,19.06,14.4,25.65
2025-07-10,Val-Nord,16.63,13.55,20.32
2025-07-11,Val-Nord,19.71,15.92,23.46
2025-07-12,Val-Nord,21.39,16.38,25.23
2025-07-13,Val-Nord,24.18,20.38,30.66
2025-07-14,Val-Nord,22.8,19.34,28.32
2025-07-15,Val-Nord,20.47,13.07,24.95
2025-07-16,Val-Nord,25.3,22.15,32.76
2025-07-17,Val-Nord,16.71,13.24,22.77
2025-07-18,Val-Nord,23.76,20.61,29.51
2025-07-19,Val-Nord,16.63,13.59,20.25
2025-07-20,Val-Nord,21.26,18.42,25.83
2025-07-21,Val-Nord,19.29,12.84,25.29
2025-07-22,Val-Nord,21.71,15.27,26.33
2025-07-23,Val-Nord,19.02,17.34,22.06
2025-07-24,Val-Nord,18.69,14.16,23.95
2025-07-25,Val-Nord,20.69,17.74,30.41
2025-07-26,Val-Nord,17.76,17.71,23.3
2025-07-27,Val-Nord,19.91,15.4,24.29
2025-07-28,Val-Nord,18.3,12.36,22.51
2025-07-29,Val-Nord,21.49,19.41,23.64
2025-07-30,Val-Nord,26.17,23.24,30.85
2025-07-31,Val-Nord,17.84,15.25,21.89
2025-08-01,Val-Nord,19.56,14.24,23.72
2025-08-02,Val-Nord,22.75,17.63,29.35
2025-08-03,Val-Nord,19.63,17.4,25.58
2025-08-04,Val-Nord,19.15,13.71,25.29
2025-08-05,Val-Nord,18.26,13.33,24.94
2025-08-06,Val-Nord,21.24,17.56,28.72
2025-08-07,Val-Nord,25.44,18.17,31.49
2025-08-08,Val-Nord,20.47,16.16,25.0
2025-08-09,Val-Nord,18.04,14.53,23.13
2025-08-10,Val-Nord,20.87,14.52,24.68
2025-08-11,Val-Nord,18.59,17.49,24.26
2025-08-12,Val-Nord,21.87,15.92,24.84
2025-08-13,Val-Nord,19.15,13.17,22.23
2025-08-14,Val-Nord,20.32,15.03,25.38
2025-08-15,Val-Nord,22.29,19.87,30.83
2025-08-16,Val-Nord,17.29,11.05,23.08
2025-08-17,Val-Nord,18.14,13.91,26.92
2025-08-18,Val-Nord,20.79,15.79,25.27
2025-08-19,Val-Nord,20.45,18.18,23.69
2025-08-20,Val-Nord,20.07,16.14,25.04
2025-08-21,Val-Nord,20.06,15.78,28.27
2025-08-22,Val-Nord,17.44,12.64,19.01
2025-08-23,Val-Nord,21.13,14.17,25.28
2025-08-24,Val-Nord,17.74,12.3,21.34
2025-08-25,Val-Nord,22.38,19.66,31.17
2025-08-26,Val-Nord,20.89,16.53,25.54
2025-08-27,Val-Nord,19.21,14.87,25.23
2025-08-28,Val-Nord,17.12,10.52,21.84
2025-08-29,Val-Nord,20.42,17.17,26.99
2025-08-30,Val-Nord,16.88,14.94,21.36
2025-08-31,Val-Nord,18.68,12.41,21.9
2025-09-01,Val-Nord,19.16,12.29,26.69
2025-09-02,Val-Nord,15.3,11.73,23.25
2025-09-03,Val-Nord,18.14,11.18,22.57
2025-09-04,Val-Nord,20.62,15.52,25.76
2025-09-05,Val-Nord,15.96,10.13,22.28
2025-09-06,Val-Nord,17.85,11.64,22.64
2025-09-07,Val-Nord,17.69,14.15,22.27
2025-09-08,Val-Nord,19.12,15.11,26.19
2025-09-09,Val-Nord,18.46,17.03,25.91
2025-09-10,Val-Nord,17.17,11.84,20.67
2025-09-11,Val-Nord,17.35,17.15,21.22
2025-09-12,Val-Nord,13.78,10.33,18.54
2025-09-13,Val-Nord,8.6,2.02,14.16
2025-09-14,Val-Nord,17.5,13.09,22.33
2025-09-15,Val-Nord,18.14,12.89,22.87
2025-09-16,Val-Nord,16.72,11.82,20.73
2025-09-17,Val-Nord,17.56,13.59,22.73
2025-09-18,Val-Nord,11.51,6.93,14.39
2025-09-19,Val-Nord,13.65,9.32,22.9
2025-09-20,Val-Nord,16.29,11.01,19.7
2025-09-21,Val-Nord,12.75,9.76,18.94
2025-09-22,Val-Nord,10.67,7.18,16.7
2025-09-23,Val-Nord,17.41,14.63,23.49
2025-09-24,Val-Nord,17.72,13.35,22.22
2025-09-25,Val-Nord,14.96,12.62,21.11
2025-09-26,Val-Nord,15.54,11.31,20.52
2025-09-27,Val-Nord,21.2,18.72,29.3
2025-09-28,Val-Nord,12.37,6.53,15.78
2025-09-29,Val-Nord,14.86,9.76,22.5
2025-09-30,Val-Nord,14.65,10.98,18.03
2025-10-01,Val-Nord,15.88,10.16,18.63
2025-10-02,Val-Nord,14.71,11.05,17.52
2025-10-03,Val-Nord,13.48,7.25,16.3
2025-10-04,Val-Nord,10.86,5.1,16.61
2025-10-05,Val-Nord,13.55,9.98,19.1
2025-10-06,Val-Nord,11.42,8.58,16.06
2025-10-07,Val-Nord,16.46,12.65,18.87
2025-10-08,Val-Nord,14.63,10.71,19.32
2025-10-09,Val-Nord,13.38,11.08,20.97
2025-10-10,Val-Nord,18.3,15.36,22.72
2025-10-11,Val-Nord,12.74,8.08,18.31
2025-10-12,Val-Nord,12.56,8.87,14.71
2025-10-13,Val-Nord,12.69,7.42,16.86
2025-10-14,Val-Nord,14.94,9.39,22.1
2025-10-15,Val-Nord,12.27,7.07,17.22
2025-10-16,Val-Nord,12.48,9.09,16.61
2025-10-17,Val-Nord,7.86,2.37,13.17
2025-10-18,Val-Nord,11.77,7.76,16.31
2025-10-19,Val-Nord,10.32,5.72,13.76
2025-10-20,Val-Nord,12.6,9.2,17.06
2025-10-21,Val-Nord,12.04,7.02,15.62
2025-10-22,Val-Nord,8.57,7.22,11.94
2025-10-23,Val-Nord,8.92,5.84,12.93
2025-10-24,Val-Nord,10.24,5.68,15.77
2025-10-25,Val-Nord,12.98,9.19,16.07
2025-10-26,Val-Nord,12.61,9.8,17.53
2025-10-27,Val-Nord,10.7,8.97,16.5
2025-10-28,Val-Nord,8.67,3.81,16.72
2025-10-29,Val-Nord,10.11,9.16,17.43
2025-10-30,Val-Nord,8.39,3.99,14.89
2025-10-31,Val-Nord,13.81,10.56,18.48
2025-11-01,Val-Nord,6.27,4.29,9.53
2025-11-02,Val-Nord,8.95,4.56,12.72
2025-11-03,Val-Nord,12.36,9.97,17.79
2025-11-04,Val-Nord,5.03,3.97,8.38
2025-11-05,Val-Nord,8.62,5.06,11.84
2025-11-06,Val-Nord,11.16,7.61,16.61
2025-11-07,Val-Nord,7.61,3.55,11.33
2025-11-08,Val-Nord,8.61,5.8,14.28
2025-11-09,Val-Nord,9.95,6.12,14.6
2025-11-10,Val-Nord,5.79,2.8,11.92
2025-11-11,Val-Nord,10.5,4.42,15.6
2025-11-12,Val-Nord,7.47,4.3,12.3
2025-11-13,Val-Nord,7.68,5.12,9.83
2025-11-14,Val-Nord,7.46,1.67,12.85
2025-11-15,Val-Nord,12.9,10.47,18.86
2025-11-16,Val-Nord,11.48,8.77,14.04
2025-11-17,Val-Nord,6.02,1.13,10.31
2025-11-18,Val-Nord,12.37,11.12,14.52
2025-11-19,Val-Nord,9.35,4.31,14.17
2025-11-20,Val-Nord,7.52,2.13,13.1
2025-11-21,Val-Nord,9.03,6.48,14.66
2025-11-22,Val-Nord,5.39,3.54,9.32
2025-11-23,Val-Nord,5.04,0.57,10.28
2025-11-24,Val-Nord,4.4,-0.08,8.72
2025-11-25,Val-Nord,8.46,4.05,12.43
2025-11-26,Val-Nord,5.44,1.39,12.69
2025-11-27,Val-Nord,5.73,-0.72,7.22
2025-11-28,Val-Nord,4.83,-0.06,10.77
2025-11-29,Val-Nord,8.92,5.71,15.32
2025-11-30,Val-Nord,7.37,0.88,12.73
2025-12-01,Val-Nord,5.89,2.97,9.4
2025-12-02,Val-Nord,2.29,-1.31,7.17
2025-12-03,Val-Nord,9.39,4.29,13.46
2025-12-04,Val-Nord,10.45,7.32,13.52
2025-12-05,Val-Nord,4.51,-0.5,8.97
2025-12-06,Val-Nord,4.88,-0.98,10.84
2025-12-07,Val-Nord,4.32,0.32,10.45
2025-12-08,Val-Nord,6.33,3.73,12.48
2025-12-09,Val-Nord,7.15,2.28,10.87
2025-12-10,Val-Nord,3.05,-1.51,6.98
2025-12-11,Val-Nord,5.82,2.78,15.51
2025-12-12,Val-Nord,5.71,1.9,12.86
2025-12-13,Val-Nord,5.06,-2.13,13.95
2025-12-14,Val-Nord,1.41,-2.82,7.83
2025-12-15,Val-Nord,5.77,1.46,11.64
2025-12-16,Val-Nord,5.48,0.35,11.95
2025-12-17,Val-Nord,7.45,4.92,14.69
2025-12-18,Val-Nord,2.79,-1.17,8.11
2025-12-19,Val-Nord,7.03,0.86,13.13
2025-12-20,Val-Nord,1.29,-3.93,8.59
2025-12-21,Val-Nord,2.61,-0.44,6.08
2025-12-22,Val-Nord,4.67,1.75,7.35
2025-12-23,Val-Nord,2.81,-1.89,8.77
2025-12-24,Val-Nord,5.53,1.66,9.45
2025-12-25,Val-Nord,2.62,-1.64,7.21
2025-12-26,Val-Nord,2.63,0.07,11.09
2025-12-27,Val-Nord,4.73,3.27,10.22
2025-12-28,Val-Nord,7.23,5.08,10.75
2025-12-29,Val-Nord,-1.89,-6.29,-0.63
2025-12-30,Val-Nord,4.43,-0.7,10.61
2025-12-31,Val-Nord,3.44,-2.67,8.67
2024-01-01,Centre-Ville,5.7,-0.07,12.37
2024-01-02,Centre-Ville,4.21,-1.54,7.16
2024-01-03,Centre-Ville,3.91,-1.18,8.83
2024-01-04,Centre-Ville,1.67,-0.83,7.14
2024-01-05,Centre-Ville,-0.49,-4.03,5.13
2024-01-06,Centre-Ville,7.47,2.51,13.34
2024-01-07,Centre-Ville,9.63,5.09,16.62
2024-01-08,Centre-Ville,1.42,-1.2,8.08
2024-01-09,Centre-Ville,2.59,-2.11,6.63
2024-01-10,Centre-Ville,5.3,2.12,10.01
2024-01-11,Centre-Ville,7.39,3.47,12.15
2024-01-12,Centre-Ville,-3.86,-7.13,0.56
2024-01-13,Centre-Ville,4.38,0.68,8.29
2024-01-14,Centre-Ville,3.8,0.24,10.01
2024-01-15,Centre-Ville,5.29,0.46,9.72
2024-01-16,Centre-Ville,8.56,4.24,12.24
2024-01-17,Centre-Ville,2.73,0.84,11.01
2024-01-18,Centre-Ville,1.56,-0.39,10.5
2024-01-19,Centre-Ville,4.12,2.34,6.3
2024-01-20,Centre-Ville,0.62,-1.52,4.23
2024-01-21,Centre-Ville,0.41,-2.83,5.75
2024-01-22,Centre-Ville,1.92,-0.36,6.32
2024-01-23,Centre-Ville,3.27,-0.56,8.85
2024-01-24,Centre-Ville,6.41,1.31,11.92
2024-01-25,Centre-Ville,5.01,1.86,7.41
2024-01-26,Centre-Ville,8.68,6.17,14.87
2024-01-27,Centre-Ville,2.78,-1.15,7.03
2024-01-28,Centre-Ville,6.41,2.23,12.27
2024-01-29,Centre-Ville,5.71,3.36,12.83
2024-01-30,Centre-Ville,0.94,-4.35,4.01
2024-01-31,Centre-Ville,1.65,-2.72,4.95
2024-02-01,Centre-Ville,6.0,2.29,12.98
2024-02-02,Centre-Ville,5.66,2.08,12.34
2024-02-03,Centre-Ville,5.38,2.0,9.62
2024-02-04,Centre-Ville,3.61,-1.5,7.5
2024-02-05,Centre-Ville,6.5,3.19,13.45
2024-02-06,Centre-Ville,4.37,-1.5,11.04
2024-02-07,Centre-Ville,3.8,0.2,7.61
2024-02-08,Centre-Ville,5.18,2.19,11.04
2024-02-09,Centre-Ville,11.28,5.07,17.11
2024-02-10,Centre-Ville,1.39,-4.39,5.7
2024-02-11,Centre-Ville,6.61,3.06,11.7
2024-02-12,Centre-Ville,8.45,4.95,14.73
2024-02-13,Centre-Ville,3.64,-4.6,12.28
2024-02-14,Centre-Ville,3.98,0.68,8.31
2024-02-15,Centre-Ville,1.54,1.07,3.05
2024-02-16,Centre-Ville,3.54,-0.76,8.49
2024-02-17,Centre-Ville,6.75,4.06,10.1
2024-02-18,Centre-Ville,4.98,2.06,8.75
2024-02-19,Centre-Ville,6.05,2.65,12.73
2024-02-20,Centre-Ville,9.11,4.15,10.69
2024-02-21,Centre-Ville,6.99,1.34,10.86
2024-02-22,Centre-Ville,7.01,3.88,10.86
2024-02-23,Centre-Ville,8.71,2.89,11.39
2024-02-24,Centre-Ville,1.34,-1.67,8.63
2024-02-25,Centre-Ville,7.69,4.0,10.96
2024-02-26,Centre-Ville,8.46,3.92,14.03
2024-02-27,Centre-Ville,3.64,-2.14,8.88
2024-02-28,Centre-Ville,5.97,1.05,14.65
2024-02-29,Centre-Ville,5.98,2.41,9.31
2024-03-01,Centre-Ville,10.33,5.11,14.49
2024-03-02,Centre-Ville,5.97,0.55,12.78
2024-03-03,Centre-Ville,9.68,4.94,15.64
2024-03-04,Centre-Ville,2.27,-3.73,7.53
2024-03-05,Centre-Ville,5.83,1.23,12.7
2024-03-06,Centre-Ville,6.95,3.31,13.84
2024-03-07,Centre-Ville,9.42,7.78,11.69
2024-03-08,Centre-Ville,5.44,1.11,7.93
2024-03-09,Centre-Ville,4.13,-1.68,8.7
2024-03-10,Centre-Ville,6.67,2.65,11.99
2024-03-11,Centre-Ville,6.55,1.18,16.05
2024-03-12,Centre-Ville,8.49,4.37,11.38
2024-03-13,Centre-Ville,7.16,2.04,11.06
2024-03-14,Centre-Ville,5.03,1.35,10.06
2024-03-15,Centre-Ville,9.8,4.98,16.28
2024-03-16,Centre-Ville,8.92,0.16,16.77
2024-03-17,Centre-Ville,8.45,2.16,12.61
2024-03-18,Centre-Ville,8.74,4.9,13.14
2024-03-19,Centre-Ville,5.29,1.95,10.38
2024-03-20,Centre-Ville,5.28,1.49,9.96
2024-03-21,Centre-Ville,7.73,0.7,13.29
2024-03-22,Centre-Ville,12.98,10.84,19.69
2024-03-23,Centre-Ville,5.78,1.29,8.85
2024-03-24,Centre-Ville,8.19,1.5,9.82
2024-03-25,Centre-Ville,9.6,7.52,11.58
2024-03-26,Centre-Ville,7.81,2.81,13.49
2024-03-27,Centre-Ville,9.81,8.13,13.28
2024-03-28,Centre-Ville,11.31,6.04,16.82
2024-03-29,Centre-Ville,9.34,2.98,18.72
2024-03-30,Centre-Ville,12.99,8.75,18.82
2024-03-31,Centre-Ville,14.52,10.38,19.8
2024-04-01,Centre-Ville,11.56,5.78,15.72
2024-04-02,Centre-Ville,11.07,6.32,16.6
2024-04-03,Centre-Ville,11.61,7.23,15.01
2024-04-04,Centre-Ville,7.81,4.45,13.67
2024-04-05,Centre-Ville,8.66,8.62,10.98
2024-04-06,Centre-Ville,9.55,4.87,16.51
2024-04-07,Centre-Ville,10.46,7.85,15.16
2024-04-08,Centre-Ville,8.32,2.79,14.59
2024-04-09,Centre-Ville,8.76,7.28,11.54
2024-04-10,Centre-Ville,13.66,11.73,17.95
2024-04-11,Centre-Ville,13.68,11.1,17.71
2024-04-12,Centre-Ville,5.91,3.43,9.4
2024-04-13,Centre-Ville,14.05,10.63,18.92
2024-04-14,Centre-Ville,10.83,6.97,16.56
2024-04-15,Centre-Ville,14.49,12.21,19.2
2024-04-16,Centre-Ville,12.62,8.29,18.39
2024-04-17,Centre-Ville,9.99,4.61,13.91
2024-04-18,Centre-Ville,12.98,8.8,18.49
2024-04-19,Centre-Ville,12.37,8.22,15.43
2024-04-20,Centre-Ville,13.17,9.85,16.26
2024-04-21,Centre-Ville,18.96,14.18,23.99
2024-04-22,Centre-Ville,13.63,8.56,22.47
2024-04-23,Centre-Ville,15.99,11.38,19.06
2024-04-24,Centre-Ville,11.74,9.4,13.86
2024-04-25,Centre-Ville,16.91,13.12,23.38
2024-04-26,Centre-Ville,14.94,13.33,20.0
2024-04-27,Centre-Ville,14.64,11.66,19.7
2024-04-28,Centre-Ville,13.71,11.35,18.18
2024-04-29,Centre-Ville,13.82,9.39,18.25
2024-04-30,Centre-Ville,14.97,10.05,21.0
2024-05-01,Centre-Ville,15.51,11.07,20.74
2024-05-02,Centre-Ville,12.97,11.08,20.79
2024-05-03,Centre-Ville,13.06,11.2,17.74
2024-05-04,Centre-Ville,16.07,11.97,20.21
2024-05-05,Centre-Ville,13.12,9.43,18.08
2024-05-06,Centre-Ville,15.99,10.44,22.12
2024-05-07,Centre-Ville,17.11,11.06,21.08
2024-05-08,Centre-Ville,15.96,10.87,21.46
2024-05-09,Centre-Ville,17.31,12.21,22.43
2024-05-10,Centre-Ville,19.03,14.97,20.24
2024-05-11,Centre-Ville,16.65,12.6,21.41
2024-05-12,Centre-Ville,18.44,14.71,20.72
2024-05-13,Centre-Ville,17.74,14.08,22.39
2024-05-14,Centre-Ville,20.52,14.51,24.86
2024-05-15,Centre-Ville,13.36,8.76,19.32
2024-05-16,Centre-Ville,16.46,12.99,20.11
2024-05-17,Centre-Ville,14.46,11.3,22.79
2024-05-18,Centre-Ville,18.18,13.82,26.21
2024-05-19,Centre-Ville,19.59,17.24,24.56
2024-05-20,Centre-Ville,17.45,12.49,19.95
2024-05-21,Centre-Ville,19.71,16.51,21.86
2024-05-22,Centre-Ville,17.16,13.45,23.01
2024-05-23,Centre-Ville,18.27,15.35,22.72
2024-05-24,Centre-Ville,20.48,16.86,23.63
2024-05-25,Centre-Ville,19.24,16.12,24.98
2024-05-26,Centre-Ville,17.0,15.81,20.93
2024-05-27,Centre-Ville,22.73,16.28,25.36
2024-05-28,Centre-Ville,21.05,16.63,30.53
2024-05-29,Centre-Ville,15.65,11.21,19.65
2024-05-30,Centre-Ville,19.21,15.82,26.81
2024-05-31,Centre-Ville,17.16,12.85,21.23
2024-06-01,Centre-Ville,22.67,20.86,25.1
2024-06-02,Centre-Ville,15.74,12.9,16.94
2024-06-03,Centre-Ville,19.68,19.04,25.08
2024-06-04,Centre-Ville,20.33,15.41,24.69
2024-06-05,Centre-Ville,16.71,12.97,22.17
2024-06-06,Centre-Ville,17.23,13.52,21.46
2024-06-07,Centre-Ville,21.91,19.59,28.64
2024-06-08,Centre-Ville,20.46,17.14,25.66
2024-06-09,Centre-Ville,19.47,13.85,25.13
2024-06-10,Centre-Ville,23.32,20.35,27.79
2024-06-11,Centre-Ville,20.31,16.21,22.32
2024-06-12,Centre-Ville,17.24,9.07,21.34
2024-06-13,Centre-Ville,22.35,20.42,23.06
2024-06-14,Centre-Ville,22.07,18.87,26.77
2024-06-15,Centre-Ville,23.24,19.52,31.27
2024-06-16,Centre-Ville,20.58,14.0,28.26
2024-06-17,Centre-Ville,21.77,17.85,26.17
2024-06-18,Centre-Ville,19.23,14.71,25.19
2024-06-19,Centre-Ville,18.56,13.43,25.44
2024-06-20,Centre-Ville,19.96,16.67,26.42
2024-06-21,Centre-Ville,20.81,16.82,26.82
2024-06-22,Centre-Ville,18.54,12.64,23.72
2024-06-23,Centre-Ville,20.3,18.33,23.74
2024-06-24,Centre-Ville,17.83,12.95,22.72
2024-06-25,Centre-Ville,21.19,20.69,24.13
2024-06-26,Centre-Ville,18.75,13.83,27.07
2024-06-27,Centre-Ville,22.83,19.25,29.18
2024-06-28,Centre-Ville,24.76,20.43,31.49
2024-06-29,Centre-Ville,21.43,19.11,29.58
2024-06-30,Centre-Ville,24.17,21.88,28.97
2024-07-01,Centre-Ville,19.16,14.64,25.42
2024-07-02,Centre-Ville,19.23,15.77,25.12
2024-07-03,Centre-Ville,20.53,14.61,23.8
2024-07-04,Centre-Ville,22.94,17.89,28.92
2024-07-05,Centre-Ville,20.48,15.62,26.01
2024-07-06,Centre-Ville,24.96,22.88,29.8
2024-07-07,Centre-Ville,25.1,21.26,29.74
2024-07-08,Centre-Ville,20.42,17.39,26.12
2024-07-09,Centre-Ville,22.81,18.99,27.46
2024-07-10,Centre-Ville,23.04,18.25,27.92
2024-07-11,Centre-Ville,21.4,16.42,24.57
2024-07-12,Centre-Ville,24.12,21.18,31.75
2024-07-13,Centre-Ville,22.92,20.36,28.09
2024-07-14,Centre-Ville,26.17,24.14,30.07
2024-07-15,Centre-Ville,21.78,18.46,25.71
2024-07-16,Centre-Ville,23.45,21.6,26.25
2024-07-17,Centre-Ville,25.37,21.59,33.3
2024-07-18,Centre-Ville,22.05,17.56,27.32
2024-07-19,Centre-Ville,18.89,13.98,22.5
2024-07-20,Centre-Ville,22.38,18.05,27.87
2024-07-21,Centre-Ville,21.55,17.04,26.19
2024-07-22,Centre-Ville,21.18,18.15,27.34
2024-07-23,Centre-Ville,22.56,19.62,30.03
2024-07-24,Centre-Ville,19.29,15.76,25.27
2024-07-25,Centre-Ville,24.44,20.22,31.26
2024-07-26,Centre-Ville,24.02,18.48,27.11
2024-07-27,Centre-Ville,22.47,18.78,25.88
2024-07-28,Centre-Ville,19.26,13.87,22.28
2024-07-29,Centre-Ville,23.22,23.12,25.48
2024-07-30,Centre-Ville,19.69,16.09,24.89
2024-07-31,Centre-Ville,19.73,17.98,25.67
2024-08-01,Centre-Ville,25.16,21.85,28.39
2024-08-02,Centre-Ville,24.75,19.75,29.43
2024-08-03,Centre-Ville,25.77,22.03,31.17
2024-08-04,Centre-Ville,20.83,13.93,28.86
2024-08-05,Centre-Ville,22.43,18.9,26.2
2024-08-06,Centre-Ville,24.06,17.67,25.27
2024-08-07,Centre-Ville,17.72,14.59,25.6
2024-08-08,Centre-Ville,22.96,19.14,28.89
2024-08-09,Centre-Ville,19.31,14.14,26.28
2024-08-10,Centre-Ville,21.12,19.13,27.8
2024-08-11,Centre-Ville,23.88,19.28,32.23
2024-08-12,Centre-Ville,23.32,18.93,27.52
2024-08-13,Centre-Ville,22.55,19.59,29.75
2024-08-14,Centre-Ville,20.91,16.09,26.96
2024-08-15,Centre-Ville,22.63,16.44,27.46
2024-08-16,Centre-Ville,21.68,16.01,26.53
2024-08-17,Centre-Ville,20.08,16.31,24.26
2024-08-18,Centre-Ville,23.42,19.57,28.41
2024-08-19,Centre-Ville,23.86,18.81,28.6
2024-08-20,Centre-Ville,21.95,18.79,28.25
2024-08-21,Centre-Ville,17.3,13.5,22.09
2024-08-22,Centre-Ville,19.49,16.69,24.02
2024-08-23,Centre-Ville,23.01,17.9,28.76
2024-08-24,Centre-Ville,20.84,17.56,25.68
2024-08-25,Centre-Ville,21.5,17.96,28.75
2024-08-26,Centre-Ville,19.81,14.19,27.24
2024-08-27,Centre-Ville,19.27,14.53,25.04
2024-08-28,Centre-Ville,19.99,14.24,24.34
2024-08-29,Centre-Ville,20.54,17.2,27.19
2024-08-30,Centre-Ville,19.03,17.17,23.61
2024-08-31,Centre-Ville,20.03,16.8,23.82
2024-09-01,Centre-Ville,20.65,16.78,28.07
2024-09-02,Centre-Ville,15.54,13.92,20.32
2024-09-03,Centre-Ville,20.32,18.8,20.32
2024-09-04,Centre-Ville,21.47,16.9,24.76
2024-09-05,Centre-Ville,19.3,12.3,28.76
2024-09-06,Centre-Ville,15.85,11.22,19.04
2024-09-07,Centre-Ville,18.74,14.43,22.63
2024-09-08,Centre-Ville,19.37,15.74,23.09
2024-09-09,Centre-Ville,13.8,11.73,21.44
2024-09-10,Centre-Ville,16.05,8.71,20.9
2024-09-11,Centre-Ville,20.77,17.35,29.75
2024-09-12,Centre-Ville,24.18,20.32,28.62
2024-09-13,Centre-Ville,17.37,14.84,20.75
2024-09-14,Centre-Ville,21.8,17.88,26.76
2024-09-15,Centre-Ville,15.82,11.43,20.89
2024-09-16,Centre-Ville,19.65,13.99,23.03
2024-09-17,Centre-Ville,17.52,13.58,21.93
2024-09-18,Centre-Ville,18.49,13.46,24.63
2024-09-19,Centre-Ville,17.86,15.18,23.71
2024-09-20,Centre-Ville,14.46,11.53,20.24
2024-09-21,Centre-Ville,18.04,12.68,24.89
2024-09-22,Centre-Ville,17.99,13.77,25.84
2024-09-23,Centre-Ville,18.53,15.43,27.77
2024-09-24,Centre-Ville,12.26,9.09,15.27
2024-09-25,Centre-Ville,14.88,13.05,19.41
2024-09-26,Centre-Ville,17.09,11.59,20.07
2024-09-27,Centre-Ville,19.66,16.56,23.12
2024-09-28,Centre-Ville,15.85,13.62,23.97
2024-09-29,Centre-Ville,16.26,12.62,22.05
2024-09-30,Centre-Ville,15.81,15.46,24.09
2024-10-01,Centre-Ville,15.65,10.8,18.67
2024-10-02,Centre-Ville,14.28,11.46,22.11
2024-10-03,Centre-Ville,15.75,12.51,21.02
2024-10-04,Centre-Ville,15.97,14.02,17.64
2024-10-05,Centre-Ville,10.89,6.48,16.42
2024-10-06,Centre-Ville,16.13,11.72,20.28
2024-10-07,Centre-Ville,13.23,10.58,19.12
2024-10-08,Centre-Ville,15.68,14.07,20.96
2024-10-09,Centre-Ville,15.47,10.94,20.17
2024-10-10,Centre-Ville,16.12,14.01,21.15
2024-10-11,Centre-Ville,14.51,9.04,22.65
2024-10-12,Centre-Ville,13.94,11.07,19.48
2024-10-13,Centre-Ville,10.1,6.58,16.88
2024-10-14,Centre-Ville,11.95,9.76,18.58
2024-10-15,Centre-Ville,14.6,9.24,16.53
2024-10-16,Centre-Ville,9.82,2.98,12.92
2024-10-17,Centre-Ville,16.47,9.96,21.64
2024-10-18,Centre-Ville,11.77,10.41,16.1
2024-10-19,Centre-Ville,14.91,14.28,20.81
2024-10-20,Centre-Ville,10.21,4.25,14.89
2024-10-21,Centre-Ville,13.31,12.04,18.47
2024-10-22,Centre-Ville,13.12,9.37,19.3
2024-10-23,Centre-Ville,12.67,8.65,20.05
2024-10-24,Centre-Ville,13.62,9.34,20.09
2024-10-25,Centre-Ville,12.1,4.66,15.54
2024-10-26,Centre-Ville,14.78,9.66,21.75
2024-10-27,Centre-Ville,13.96,9.53,20.24
2024-10-28,Centre-Ville,12.36,7.08,17.1
2024-10-29,Centre-Ville,14.92,11.07,19.77
2024-10-30,Centre-Ville,10.59,7.8,14.64
2024-10-31,Centre-Ville,13.98,11.16,19.81
2024-11-01,Centre-Ville,7.71,2.95,13.03
2024-11-02,Centre-Ville,10.04,7.6,15.62
2024-11-03,Centre-Ville,11.43,6.65,19.05
2024-11-04,Centre-Ville,14.16,11.79,19.11
2024-11-05,Centre-Ville,11.31,6.65,17.71
2024-11-06,Centre-Ville,10.87,6.1,16.86
2024-11-07,Centre-Ville,7.08,5.45,12.07
2024-11-08,Centre-Ville,15.06,10.88,20.82
2024-11-09,Centre-Ville,11.85,7.12,18.03
2024-11-10,Centre-Ville,13.3,6.33,13.96
2024-11-11,Centre-Ville,13.86,10.89,16.61
2024-11-12,Centre-Ville,7.07,0.95,10.58
2024-11-13,Centre-Ville,12.17,7.89,18.12
2024-11-14,Centre-Ville,9.7,3.97,14.05
2024-11-15,Centre-Ville,11.45,7.66,17.07
2024-11-16,Centre-Ville,11.4,6.98,17.34
2024-11-17,Centre-Ville,7.69,2.46,15.48
2024-11-18,Centre-Ville,9.17,4.18,13.69
2024-11-19,Centre-Ville,8.09,2.79,8.89
